id,SalePrice
2658,151418.92141983125
2718,169612.1889704278
2414,221921.9425326853
1989,112544.94988521894
625,186883.37414737558
333,89245.502495548
1327,94453.44545172622
858,153043.14798374713
95,192632.72176277748
1568,159719.79218426353
2482,161436.43740626302
1364,116081.12658395222
2584,142358.92309623555
818,263245.81839726574
2673,157556.02487843676
2089,125440.9752892954
1297,158567.7767852195
790,106984.21697500229
2616,194243.40577607416
720,204509.45594296264
222,161825.24987239295
557,126022.1990974056
1148,195532.57480615028
2766,169451.52995011173
534,182364.9027550329
1452,118645.9368509476
630,125673.48663263458
2648,136247.70326396788
125,177092.90274324393
1904,49680.316336413816
1670,97559.30385701002
756,97427.61908244768
717,227736.18426123078
1032,155734.55764729864
852,227501.18664805856
1731,169191.61725748717
2639,109506.546562832
2071,71323.56366335122
1267,146681.79025929314
1851,197501.80078636875
567,181417.93466593043
2439,211876.55875127108
1898,153241.37334347633
647,181094.89404960623
2256,237760.99904926648
979,97446.40999762509
1444,223928.5379800105
2485,117080.09404825812
157,131427.3236021925
88,118538.67314920481
2003,105796.18807195975
186,209703.94792632334
1425,244889.145270665
2695,126555.3884596752
738,111434.91548608187
395,160277.1668197416
1353,166636.98329499477
1878,140995.68021622518
390,150794.24372492192
1456,231133.51658459706
1103,320576.7085716906
1387,119248.7367197006
2070,151642.8791388059
1199,163870.82828842386
2479,176723.24969187038
501,323976.198553418
2362,77806.21608903719
1718,255112.35018834932
2188,76639.21970866865
1483,182445.90340525153
2557,85532.51024949184
437,353325.0723138198
2224,206921.64839314495
1628,190538.1381591751
397,138822.80883605432
587,195021.289703391
2182,469036.8115777109
971,139450.10149932167
2611,139313.006164535
1887,87378.78785374202
2399,367744.1380590581
2148,205645.30783040772
304,128765.09909265178
1997,133596.5149066087
2817,110709.19538343376
1431,204754.4405526806
427,339288.1547751712
263,127726.0163011814
598,176904.2747852832
2895,235854.89957879036
687,142856.22951782148
1822,133401.67702778985
2191,89435.09134646779
179,109810.19431095236
1009,265582.58702112956
2010,123818.08832942694
1991,146209.3249074828
1411,220707.69386398606
1721,267614.9989867182
1144,191648.69380324963
593,213044.4403164761
575,312008.28104885924
1249,175438.58983503148
1604,115212.54854843597
1064,437180.87780020456
1923,157057.939089538
1988,106847.16809028393
2325,173529.07773849697
114,189008.3423952166
2700,170234.61344807388
217,128590.3948953625
343,180205.77060241002
386,230968.76661015593
2005,105879.44183432027
2908,121214.27067410728
1814,234181.78007219345
2446,431266.95912720007
208,168213.0159418287
1679,114209.17218365126
822,313598.43502394087
6,193373.67109134412
1781,351600.5415234333
2397,310771.3982695226
2340,332117.5292280576
