id,SalePrice
2658,103202.01205709227
2718,156523.56919930855
2414,232541.73165257627
1989,96998.95099456416
625,194040.81663363974
333,82991.89708576357
1327,100797.8940625876
858,169491.00100830765
95,176707.42469477133
1568,169239.04238747284
2482,146504.95125446562
1364,130173.99463857987
2584,170794.15367113645
818,273573.6279502922
2673,136075.3776188497
2089,110442.84983219477
1297,139792.386203488
790,120113.79427958965
2616,195786.69316961552
720,183803.4752224686
222,161113.8899483081
557,128976.37917209853
1148,175421.6453950698
2766,167673.55829824362
534,182709.73636134603
1452,123757.44363032642
630,111127.99603070917
2648,104621.14525303789
125,215365.11202993174
1904,-16321.889029143727
1670,98674.01340845453
756,99205.27359922725
717,205623.48182033806
1032,155230.94277932102
852,230611.70334993675
1731,171540.25802255596
2639,95172.88746377522
2071,60604.1573133084
1267,145265.92676579056
1851,198805.80950520065
567,170512.39399699666
2439,222547.95744807183
1898,155193.6876841258
647,161936.87603859362
2256,210773.807980632
979,35191.78702410631
1444,221615.10444042552
2485,124204.1355221466
157,137693.4892912414
88,118051.5144610256
2003,91597.00391639514
186,206588.56379105733
1425,246996.40705626234
2695,180745.8426158351
738,97420.70521350231
395,168299.508762352
1353,166789.98882556614
1878,143132.88071195772
390,152848.30867511244
1456,228631.4180900663
1103,303142.6682335965
1387,136166.5739827021
2070,147631.64386692108
1199,175855.13316661297
2479,180965.87677053185
501,371097.411518934
2362,29751.519100525635
1718,224582.38506610598
2188,44930.39502426537
1483,154247.32051614442
2557,94904.12001969463
437,366698.11451511516
2224,204163.52864883142
1628,182646.2465897138
397,148321.1195823969
587,192930.73288216558
2182,492304.2082080702
971,139534.66556291515
2611,138548.32004275802
1887,122877.57827405463
2399,358845.77780857903
2148,214389.6485528212
304,140902.13410653142
1997,131794.34932257415
2817,100982.55165321109
1431,225475.80203636913
427,330172.16028619424
263,130895.85241964381
598,171992.59545512387
2895,232536.14035281716
687,130417.2966059116
1822,137632.7806139179
2191,74163.940989713
179,130217.69097781803
1009,242724.86049444723
2010,117985.34327665421
1991,139780.63866786953
1411,214239.35584561704
1721,245011.77757215966
1144,200862.83268267088
593,227464.94638829713
575,358835.421063969
1249,159291.9134961342
1604,194408.50848091283
1064,368522.00241344573
1923,144278.82031942045
1988,72127.72326582238
2325,172659.1656467896
114,198252.9189690807
2700,165429.37365478274
217,74889.08079173786
343,179127.20351257038
386,218287.37984919737
2005,73619.09792078381
2908,155696.5560796614
1814,230616.70340493487
2446,439986.1251055049
208,139620.21336016472
1679,104817.23008134672
822,306342.6931763191
6,239783.74571174657
1781,358336.73206778016
2397,316182.44759352045
2340,312088.782997368
1618,167761.55640722296
2843,137310.17716452904
1061,349602.78904545127
2786,125141.52018135748
1935,135436.26538191998
1341,102962.70535124825
521,252336.31690858793
2136,142320.01034779448
996,202448.26321503057
227,147258.37327714488
135,211891.54736845166
1167,167000.96577220468
294,278950.25610594836
1776,207187.92018862267
540,174894.48831116167
1717,289230.2431988519
2303,135414.9697991237
116,186089.03582222157
127,158513.47970130126
1371,134983.1664550611
1014,118554.85093780443
1507,35920.93706615393
702,157726.5437940526
750,138077.8028721661
261,141747.75365149614
1559,40124.64865408253
577,228253.56058784894
2812,201315.65236705804
2080,157708.84482443158
1368,47541.962637475415
2376,120111.44121501758
659,113891.22374376176
1235,135193.00025823008
332,20023.94286758307
1917,149088.12262130537
2094,242182.7225444087
1460,252355.68263329702
1471,224267.01680937043
1509,164265.2667836258
1922,124127.8126011184
433,438953.414736801
460,264543.74388522265
1116,241520.57706410097
1137,159078.21012431823
53,167156.23061908633
2354,265275.7497974084
1475,205096.23885935498
1761,366608.264326836
842,142048.81376898751
2739,165955.29588306983
2509,157023.0975894997
1007,201121.1853541099
2610,180882.31896080705
1952,82437.71520939303
2719,157593.59151892902
2921,80940.45892771095
1966,158551.32892647295
292,73317.07401246123
1204,187007.43755197755
1829,278383.0469499314
2419,197436.649859144
391,155666.2903642228
798,117352.78285815213
481,212960.63710851988
193,197173.0656520679
555,133359.1166973671
899,35154.13452567445
2357,194110.47833917395
328,140489.40403455953
1356,103549.88033966007
1154,110922.07015917769
1730,195701.9942268263
2249,185112.2128481698
1119,297933.33569355495
2856,132388.12315609836
1394,141300.78222476144
2587,122229.00762020057
61,317169.5345795154
2661,157985.45523118213
2711,120804.72029956362
1147,177209.15497889876
757,117866.61409862868
2623,102489.78792301714
2378,139266.29210946968
1413,141182.992066143
1722,231095.57673122227
1112,229960.4998536835
1623,192782.66110059226
1201,213392.91610946076
1513,108889.77739904253
957,328045.93166409794
1171,244796.69859407132
1145,195640.6397100165
2726,230987.59374853483
703,148331.83138865753
760,82141.8830113041
1964,163892.9769706381
2512,194028.45901418827
159,126995.4807141389
1281,178614.4013996745
468,184641.2153073401
290,147377.12330010236
665,113824.07067270343
1463,245303.77152536646
1792,231789.83099707996
923,169350.94952476583
500,290252.7121082435
1408,107991.4021797694
331,40301.95004571174
170,147356.86570073583
2192,89516.63224302225
2571,203488.6841731699
2314,167456.4798877495
2647,94788.6373780502
422,397441.608349629
2457,325264.2001063342
1838,221408.72222485614
2805,247510.56488730173
1645,162131.21767725697
1711,311458.1215179928
2825,228086.82432463075
322,301984.41258290666
2103,255324.7589446363
342,107821.79418673195
