id,SalePrice
2658,176799.8506181839
2718,217216.70360211187
2414,198949.56071469453
1989,117533.25633589164
625,186180.2196093904
333,95387.6353327508
1327,101676.67805150386
858,145884.0715905312
95,221354.50993000448
1568,177440.99949291037
2482,180667.10938181484
1364,135501.51258636828
2584,177884.47305288925
818,293190.5845031358
2673,160551.12123017688
2089,103874.9618400823
1297,182405.49779259964
790,128892.51100289554
2616,194843.0902081741
720,196389.1035083223
222,128076.80494661126
557,136806.01765718893
1148,213984.06976789824
2766,157446.8293901438
534,212203.88481810532
1452,119216.11460159454
630,116656.54733292885
2648,114769.32537152217
125,154959.2643809494
1904,24786.057207200385
1670,116248.20490286389
756,105896.54674270998
717,250166.3707860077
1032,148150.6640358186
852,232689.37585973841
1731,197404.03038479542
2639,114504.64457833258
2071,75118.6963744983
1267,95283.30936317953
1851,222242.95551327
567,171266.8652939098
2439,222558.26276030156
1898,157094.34996486353
647,135449.22740474163
2256,223192.65401915705
979,90069.50272985066
1444,228687.47649486992
2485,117393.47809428393
157,116725.61789132288
88,126989.25279609475
2003,112953.32437965748
186,216944.13833701334
1425,279256.2911673218
2695,125161.24632185826
738,101622.30399386298
395,156220.5435291957
1353,186795.96942414562
1878,148476.1124732258
390,194927.74367899433
1456,247090.77483937945
1103,309203.9354059077
1387,129882.1591554087
2070,134747.31009317987
1199,202201.89595470537
2479,184697.71679445924
501,304785.98038847384
2362,77819.81011340434
1718,200143.65303450334
2188,29995.15770999642
1483,153585.78673715776
2557,79247.57449071095
437,304488.0514321341
2224,201426.9716793205
1628,183200.75597698335
397,131840.966047335
587,209279.70998911254
2182,507079.4356428986
971,129174.17238886486
2611,155456.83861605547
1887,86138.39156762886
2399,308847.04663105594
2148,225982.73078806163
304,141849.88780553563
1997,121010.95800323307
2817,107343.9582084404
1431,192552.7421058796
427,341467.904511373
263,127540.36062576773
598,179578.09761360293
2895,256865.23368311703
687,173052.17363511375
1822,121072.35149346606
2191,91653.75002767167
179,138565.5028307042
1009,221449.08764324896
2010,115226.1403436839
1991,157073.24450163494
1411,160880.6245647291
1721,260982.55681170765
1144,201165.72088683047
593,236192.74070445733
575,262510.78645546973
1249,191552.00782970962
1604,121413.71635974552
1064,382007.16289488284
1923,162776.37217154232
1988,84907.426261233
2325,174875.79676248075
114,217915.6407074477
2700,229892.1149520857
217,150171.64073989133
343,193753.43756958513
386,256222.7497188436
2005,89638.13998112177
2908,131948.980255576
1814,226170.6225200402
2446,414436.89994914405
208,140320.5261063294
1679,136254.93924619697
822,307358.2861768393
6,191009.18033107347
1781,360280.62150596944
2397,272717.3390203984
2340,287395.09523335844
1618,175979.14039806937
2843,142715.26379791668
1061,333598.25201821816
2786,115620.47532304862
1935,117329.45345978162
1341,108519.7702222416
521,300389.1705881037
2136,133476.7639121757
996,193179.5163321163
227,146808.30723355067
135,154437.43804132493
1167,181652.55348515656
294,225728.67636480014
1776,225261.84568603043
540,203307.23360815964
1717,200143.65303450334
2303,114398.35570567696
116,190703.91675115027
127,121602.28242633335
1371,134019.5968284735
1014,192198.44301436935
1507,77089.456392494
702,167714.3705667472
750,179738.88172069198
261,157421.94011754432
1559,64734.17973448665
577,240804.3842370453
2812,222483.47091555735
2080,171097.01489452412
1368,118769.18565769408
2376,115545.08460030374
659,90342.91402603892
1235,125948.38267303207
332,78636.1304593356
1917,138285.05938751536
2094,258960.4558563805
1460,291932.33219518943
1471,204500.72779149993
1509,116372.49849984545
1922,122427.7967067227
433,393992.85691101593
460,269977.59303078504
1116,269365.3068928171
1137,182141.06515805813
53,198527.7330955924
2354,251640.0402696433
1475,222404.24305548548
1761,467762.635224757
842,143462.32360803892
2739,184912.87093089314
2509,187618.41042810984
1007,213754.69365745306
2610,182494.61340143657
1952,80710.79959312758
2719,216191.4347662172
2921,94704.1434853377
1966,142151.63171617757
292,122725.16093772723
1204,216598.9938491349
1829,239936.1296408219
2419,202101.18070237842
391,175916.24745778076
798,133377.70685061067
481,200026.46709063163
193,203722.18531299298
555,127275.03827443678
899,58056.8537038224
2357,207446.2547020722
328,120126.47609846297
1356,114625.44523957236
1154,111870.57964496232
1730,179295.72688394182
2249,151625.8452115842
1119,271897.5126849588
2856,132794.28211465088
1394,134913.6483285068
2587,128081.68767658153
61,321129.47789778543
2661,211405.15603056079
2711,141038.7715148155
1147,193282.55602130623
757,136071.08490043285
2623,76485.71348902569
2378,174061.66755091352
1413,143586.22358025366
1722,239022.20344539898
1112,219165.68877940287
1623,195183.2801526972
1201,198322.88782125033
1513,95382.86463342299
957,259254.40705048817
1171,271607.8113621988
1145,215111.50136702764
2726,242825.35098355793
703,163049.38404815292
760,62958.60362151194
1964,124386.2680992684
2512,200177.28253560612
159,169891.0821873084
1281,184063.4211588228
468,180135.86168413618
290,130797.97589940744
665,108847.8700329555
1463,288633.2458853553
1792,239031.39385280485
923,143542.82673092542
500,278511.35659093485
1408,139882.91052784678
331,60904.99580583839
170,107257.72908251552
2192,85484.63686599222
2571,305153.41469660617
2314,174623.27967745662
2647,93999.58936685634
422,351275.3049638244
2457,329616.5534925653
1838,215824.1473536546
2805,266401.1786611224
1645,183121.1671955882
1711,287482.5022290733
2825,254344.04076895874
322,323809.66848828684
2103,282075.57324381795
342,144362.24192603512
600,99033.34302515193
488,201889.7260061522
1725,305428.2069440576
2246,257363.86477956187
2847,158282.17937404467
806,256406.05935436182
530,243495.8339099526
963,198963.18041544332
2678,67330.26655736701
171,61218.64451526728
2401,348081.5428441077
805,227408.6830210391
2259,197121.00621116254
1748,183084.77781918028
1361,158312.25966262148
1677,145678.74543505558
1406,158989.3046572007
2322,229032.01338213545
688,184858.87233135934
143,144890.37810627295
804,209716.2465657681
1214,180436.59677209737
2828,160864.4669438148
1999,202858.68585952857
2467,216658.0656506336
2665,188296.91417161512
1538,319306.2471433447
398,110292.93770269722
2822,142254.57205677129
2157,153244.0408134512
1856,175332.77494483342
1269,97673.1002144846
2570,123517.2658194449
2320,261527.82256942714
1517,148893.4931331624
2304,114258.80456492852
1312,83376.3344284451
2012,146540.80088872285
506,222884.08140418457
2865,196681.72300748937
2367,129468.40319825702
554,119398.23798023807
238,148648.82152243162
1954,111951.13729724838
2488,161286.84204259832
2291,96754.61902757698
1969,89109.90716737448
2725,162152.65832171697
1482,153585.78673715776
2763,217423.42876885016
503,245852.40940052204
1584,242097.41158620277
1531,168275.43367169923
2210,192142.3146772091
459,308703.0725222524
556,137120.50368312653
1347,169304.5163437681
1290,88354.94593041035
1388,105744.90837211165
1571,187850.45763424473
2754,222203.43677631818
765,137446.1640632395
2494,126461.75796061155
2870,186184.6246586044
7,240397.32310634706
1114,242817.34226556635
2418,282519.73047749716
291,131745.55648820335
18,317660.9824641438
39,310564.29026784276
1001,261487.0418821541
2442,242526.93396007808
616,122379.31008169259
2680,46056.665767424885
1414,119138.65332174915
289,142772.94747119767
40,274790.7570642916
860,135419.8168363906
409,153466.0715928322
673,160721.63696824881
2427,198127.47276002466
2036,203127.44962137315
2564,139076.04908774994
642,198303.71919908567
1008,187618.59048474702
1908,163562.4493070644
2519,219919.1092920911
1369,94011.62456581414
2855,175858.54435632477
712,88276.19113459917
1943,83293.75193037701
1958,142045.9597760393
107,184268.20027079387
2295,184717.48508606481
704,102792.95031029737
676,125119.89456099177
259,193827.15062813417
93,286501.52893797675
106,252751.6036745589
2315,193429.3134491067
1050,113492.0097480785
1095,199921.29803128194
2709,142532.72653526702
758,167266.5721224115
1496,165122.47941469212
2370,145336.99951134904
2458,261870.24689253117
